Animal ID,Animal Name,Animal Type,Primary Color,Secondary Color,Sex,DOB,Age,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,intake_is_dead,outcome_is_dead,was_outcome_alive
A489500,OSO,DOG,WHITE,,Male,2010-09-04,13.0,2020-07-09,INJURED  MILD,STRAY,FIELD,,2020-07-09,"2600 BLK DELTA AVE, LONG BEACH, CA 90810",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A490017,UNO,DOG,WHITE,,Neutered,2010-03-04,13.0,2017-11-03,NORMAL,STRAY,OTC,,2017-11-04,"E WARDLOW RD / GONDAR AVE, LONG BEACH, CA 90808",LONG BEACH,RETURN TO OWNER,MICROCHIP,Alive on Intake,FALSE,1
A490254,ELVIS,DOG,BLACK,WHITE,Neutered,2010-03-06,13.0,2019-07-07,NORMAL,STRAY,OTC,,2019-07-07,"CLAREMORE AVE / E WARDLOW RD, LONG BEACH, CA 90808",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A491016,SMOKY 2,DOG,BLACK,BROWN,Male,2012-03-16,11.0,2018-04-23,NORMAL,CONFISCATE,VICIOUS,,2018-04-27,"700 BLK ORANGE AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,BEH SEVERE,Alive on Intake,TRUE,0
A491307,LILLY,DOG,TRICOLOR,,Spayed,2007-03-21,16.0,2018-02-11,NORMAL,STRAY,OTC,,2018-02-14,"E WARDLOW RD / CHARLEMAGNE AVE, LONG BEACH, CA 90808",LONG BEACH,RETURN TO OWNER,MICROCHIP,Alive on Intake,FALSE,1
A491307,LILLY,DOG,TRICOLOR,,Spayed,2007-03-21,16.0,2018-05-02,NORMAL,SAFE KEEP,,,2018-05-13,"5200 BLK E MEZZANINE WAY, LONG BEACH, CA 90808",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A491307,LILLY,DOG,TRICOLOR,,Spayed,2007-03-21,16.0,2018-06-24,NORMAL,STRAY,FIELD,,2018-06-24,"5100 E KILLDEE ST, LONG BEACH, CA 90808",LONG BEACH,RETURN TO OWNER,FRE RID HM,Alive on Intake,FALSE,1
A491307,LILLY,DOG,TRICOLOR,,Spayed,2007-03-21,16.0,2018-08-29,NORMAL,CONFISCATE,POLICE,,2018-09-08,"5200 BLK E MEZZANINE WAY, LONG BEACH, CA 90808",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A492302,COWBOY,DOG,BLACK,,Neutered,2008-04-03,15.0,2022-01-17,ILL MILD,STRAY,FIELD,,2022-01-28,"2500 BLK E 15TH ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,GLDRET RES,Alive on Intake,FALSE,1
A493378,FLUFFY,DOG,RED,,Spayed,2005-04-18,18.0,2019-08-31,NORMAL,STRAY,OTC,,2019-08-31,"E SPRING ST / PALO VERDE AVE, LONG BEACH, CA 90815",LONG BEACH,RETURN TO OWNER,MICROCHIP,Alive on Intake,FALSE,1
A494593,BABY  RUTH,DOG,GRAY,WHITE,Spayed,2011-05-03,12.0,2017-01-18,NORMAL,OWNER SURRENDER,OTC,FENCE,2017-04-02,"500 ORIZABA AVE, LONG BEACH, CA 90814",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A494797,JAGGER,DOG,TRICOLOR,,Neutered,2011-05-05,12.0,2021-12-16,NORMAL,CONFISCATE,POLICE,,2021-12-19,"500 BLK ORANGE AVE, LONG BEACH, CA 90802",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A495156,FRIJOLITO,DOG,BROWN,,Female,2011-11-10,11.0,2017-08-06,NORMAL,STRAY,FIELD,,2017-08-31,"4600 BLK LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A496600,BOOSTER,DOG,BROWN,BLACK,Neutered,2012-12-22,10.0,2020-12-06,INJURED  MODERATE,STRAY,FIELD,,2020-12-06,"1700 WALNUT AVE, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,FRE RID HM,Alive on Intake,FALSE,1
A497160,MURPHY,DOG,TAN,,Neutered,2008-06-04,15.0,2017-01-19,NORMAL,OWNER SURRENDER,FIELD,ESCAPES,2017-04-10,"200 BLK E 59TH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A497450,CANELO,DOG,WHITE,BROWN,Male,,,2020-01-20,NORMAL,STRAY,FIELD,,2020-01-20,"100 BLK E MARKET ST, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,FRE RID HM,Alive on Intake,FALSE,1
A497572,RAJAH,DOG,BLACK,,Male,2012-06-30,11.0,2017-01-02,NORMAL,STRAY,OTC,,2017-01-03,"SPRING ST / PACIFIC AVE, LONG BEACH, CA 90806",LONG BEACH,RETURN TO OWNER,,Alive on Intake,FALSE,1
A499484,DALLAS,DOG,BLACK,WHITE,Neutered,2012-08-01,11.0,2021-05-21,ILL MODERATETE,OWNER SURRENDER,,,2022-07-20,"2700 BLK GALE AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A500749,LUCAS,CAT,GRAY,,Neutered,2012-03-10,11.0,2023-08-25,INJURED  SEVERE,STRAY,OTC,,2023-08-26,"5800 BLOCK MYRTLE AVE, LONG BEACH CA",LONG BEACH,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A500918,MAGO,DOG,BROWN,,Male,2006-03-01,17.0,2017-12-24,NORMAL,STRAY,OTC,,2017-12-28,"E BORT ST / BUTLER AVE, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A501516,RAJA,DOG,BLACK,BROWN,Neutered,2010-09-27,12.0,2018-12-30,NORMAL,STRAY,FIELD,,2018-12-30,"6900 BLK ORCUTT AVE, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,MICROCHIP,Alive on Intake,FALSE,1
A502567,ROMEO,DOG,BLUE,,Neutered,2009-09-01,14.0,2019-05-09,NORMAL,QUARANTINE,,,2019-05-15,"6400 E BAYARD ST, LONG BEACH, CA 90815",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A503305,LADY 2,DOG,BLACK,WHITE,Spayed,2009-08-01,14.0,2017-07-22,NORMAL,STRAY,OTC,,2017-07-22,"200 BLK GOLDEN SHR, LONG BEACH, CA 90802",LONG BEACH,RETURN TO OWNER,MICROCHIP,Alive on Intake,FALSE,1
A503369,RALPH,DOG,GOLD,,Male,2011-02-01,12.0,2017-10-20,NORMAL,STRAY,OTC,,2017-10-20,"4800 PEARCE AVE, LONG BEACH, CA 90808",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A504118,TEENSY,DOG,BROWN,TAN,Spayed,2012-05-08,11.0,2020-10-30,ILL MODERATETE,OWNER SURRENDER,OTC,ILL,2020-11-01,"1700 BLK TAM OSHANTER RD, SEAL BEACH, CA 90740",SEAL BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A504961,DROOPY,DOG,WHITE,BROWN,Neutered,2012-12-03,10.0,2017-11-19,NORMAL,OWNER SURRENDER,,MOVE,2018-06-28,"1000 E BRENNER PL, LONG BEACH, CA 90813",LONG BEACH,RESCUE,OUTTACAGE,Alive on Intake,FALSE,1
A507150,PETEY,DOG,BLACK,BROWN,Neutered,2011-03-19,12.0,2019-03-17,NORMAL,OWNER SURRENDER,OTC,MOVE,2019-04-05,"4000 CHARLEMAGNE AVE, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A508659,ROSCOE,DOG,TAN,,Male,2013-01-09,10.0,2017-03-01,NORMAL,STRAY,OTC,,2017-03-18,"1000 TEMPLE AVE, LONG BEACH, CA 90804",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A509231,SOPHIE,CAT,BLACK,GOLD,Female,2015-08-01,8.0,2018-08-01,NORMAL,OWNER SURRENDER,OTC,OWNER DIED,2018-09-11,"2200 LOMINA AVE, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A509773,BONITA,DOG,TRICOLOR,,Spayed,2007-11-14,15.0,2017-09-05,NORMAL,STRAY,FIELD,,2017-09-07,"CHERRY AVE / E 64TH ST, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A509804,*COSITA,DOG,BLACK,,Spayed,2005-10-18,17.0,2020-10-08,NORMAL,STRAY,FIELD,,2020-10-23,"200 BLK LINDEN AVE, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A510272,FRANK,DOG,BLACK,,Male,2010-07-01,13.0,2017-04-29,NORMAL,STRAY,FIELD,,2017-04-29,"700 BLK SPRING ST, SIGNAL HILL, CA 90755",SIGNAL HILL,RETURN TO OWNER,TAG ID,Alive on Intake,FALSE,1
A510515,CHACHO,DOG,BROWN,WHITE,Neutered,2010-11-09,12.0,2018-05-11,NORMAL,STRAY,OTC,,2018-05-13,"DEL AMO BLVD / ORANGE AVE, LONG BEACH, CA 90807",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A510852,ODDY,DOG,GRAY,,Male,2012-12-15,10.0,2017-01-15,INJURED  MILD,OWNER SURRENDER,OTC,BITES,2017-01-25,"1000 BLK N NORMAN CT, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LIVELOVE,Alive on Intake,FALSE,1
A511238,BAM BAM,DOG,WHITE,,Male,2012-11-24,10.0,2019-10-10,FRACTIOUS,OWNER SURRENDER,FIELD,,2019-11-08,"1100 BLK MAGNOLIA AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,BEH SEVERE,Alive on Intake,TRUE,0
A512725,SALLY,DOG,BLACK,,Female,2009-06-29,14.0,2020-07-10,ILL MODERATETE,STRAY,FIELD,,2020-07-12,"1900 EUCALUPTUS AVE, LONG BEACH, CA 90806",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A513002,MARLEY,DOG,TAN,,Male,2007-12-30,15.0,2020-07-03,FRACTIOUS,QUARANTINE,,,2020-07-15,"2500 BLK CEDAR AVE, LONG BEACH, CA 90806",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A514552,MOE,CAT,BLACK,WHITE,Neutered,2010-04-08,13.0,2019-09-15,NORMAL,OWNER SURRENDER,OTC,ABANDON,2019-11-10,"7700 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A515591,TEDDY,DOG,WHITE,TAN,Neutered,2008-02-01,15.0,2018-06-17,NORMAL,STRAY,FIELD,,2018-06-17,"18100 BLOOMFIELD AVE, CERRITOS, CA 90703",CERRITOS,RETURN TO OWNER,FRE RID HM,Alive on Intake,FALSE,1
A516534,SOPHIE,DOG,TAN,,Spayed,2013-09-30,9.0,2018-04-06,ILL SEVERE,CONFISCATE,CRUELTY,,2018-08-03,"6500 BLK LEMON AVE, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A516535,TRINITY,CAT,GRAY,WHITE,Spayed,2007-01-19,16.0,2018-04-06,ILL SEVERE,CONFISCATE,CRUELTY,,2018-10-23,"6500 BLK LEMON AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A517103,CHARLIE,CAT,BRN TABBY,,Neutered,2010-04-08,13.0,2019-09-15,NORMAL,OWNER SURRENDER,OTC,ABANDON,2019-11-10,"7700 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A517476,BOWZER,DOG,WHITE,TAN,Neutered,2012-08-01,11.0,2018-07-10,NORMAL,CONFISCATE,POLICE,,2018-07-13,"1900 BLK E 64TH ST, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A517478,RILEY,DOG,GRAY,WHITE,Spayed,2012-09-19,11.0,2019-02-01,NORMAL,STRAY,FIELD,,2019-02-01,"E 3RD ST /  GRANADA AVE, LONG BEACH, CA 90814",LONG BEACH,RETURN TO OWNER,FRE RID HM,Alive on Intake,FALSE,1
A518251,LEXI,DOG,BROWN,WHITE,Spayed,2013-03-16,10.0,2019-08-15,NORMAL,OWNER SURRENDER,OTC,,2019-08-17,"3300 CLARK AVE, LONG BEACH, CA 90808",LONG BEACH,EUTHANASIA,BEH SEVERE,Alive on Intake,TRUE,0
A521171,MAX,DOG,BLACK,WHITE,Neutered,2013-11-03,9.0,2022-11-27,INJURED  SEVERE,OWNER SURRENDER,OTC,,2022-11-27,"2800 BLK PALO VERDE AVE, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A522002,BUDDY,DOG,GRAY,BLACK,Neutered,2010-04-26,13.0,2017-02-04,NORMAL,STRAY,OTC,,2017-02-08,"PACIFIC AVE / W WARDLOW RD, LONG BEACH, CA 90806",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A522598,WOLFIE,DOG,WHITE,GRAY,Neutered,2012-05-08,11.0,2018-10-18,NORMAL,STRAY,FIELD,,2018-10-24,"700 BLK GAVIOTA AVE, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A524627,SOCRATES,DOG,BLACK,WHITE,Male,2013-11-29,9.0,2018-06-03,NORMAL,STRAY,FIELD,,2018-06-06,"1400 BLK ORIZABA AVE, LONG BEACH, CA 90804",LONG BEACH,RETURN TO OWNER,MICROCHIP,Alive on Intake,FALSE,1
A525155,REX,DOG,WHITE,TAN,Male,2010-06-04,13.0,2017-11-09,NORMAL,STRAY,OTC,,2017-11-25,"2000 BLK OLIVE AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A526029,FLUFFY,DOG,BROWN,TAN,Spayed,2013-08-17,10.0,2021-05-19,NORMAL,STRAY,FIELD,,2021-05-19,"3400 BLK GOLDEN AVE, LONG BEACH, CA 90806",LONG BEACH,RETURN TO OWNER,,Alive on Intake,FALSE,1
A526679,NATALIO,DOG,WHITE,GRAY,Male,2012-11-15,10.0,2017-01-04,NORMAL,STRAY,FIELD,,2017-01-06,"4300 E PATERO WAY, LONG BEACH, CA 90815",LONG BEACH,RETURN TO OWNER,MICROCHIP,Alive on Intake,FALSE,1
A526679,NATALIO,DOG,WHITE,GRAY,Male,2012-11-15,10.0,2020-10-27,INJURED  MILD,STRAY,FIELD,,2020-10-28,"2200 N LAKEWOOD BLVD, LONG BEACH, CA 90815",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A527189,TINKERBELL,DOG,TRICOLOR,,Spayed,2013-07-05,10.0,2021-01-08,NORMAL,OWNER SURRENDER,OTC,MOVE,2021-01-10,"6000 BLK FALCON AVE, LONG BEACH. CA 90805",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A527196,CHURRO,DOG,BLACK,WHITE,Male,2010-07-05,13.0,2019-12-26,NORMAL,STRAY,OTC,,2019-12-26,"3400 BLK ROSE AVE, LONG BEACH, CA 90807",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A527539,LUNA,DOG,BLACK,TAN,Female,2009-07-09,14.0,2017-11-15,BEHAVIOR  SEVERE,OWNER SURRENDER,OTC,NO HOME,2017-11-28,"300 BLK 1ST ST, SEAL BEACH, CA 90740",LONG BEACH,EUTHANASIA,BEH SEVERE,Alive on Intake,TRUE,0
A528063,GABANA,DOG,BROWN,WHITE,Spayed,2008-07-02,15.0,2017-04-27,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2017-05-03,"12000 PINE ST, LOS ALAMITOS, CA 90720",LOS ALAMITOS,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A528445,PEPPER,DOG,BLACK,WHITE,Spayed,2007-04-27,16.0,2018-04-27,NORMAL,OWNER SURRENDER,FIELD,COST,2018-06-02,"2100 BLK EARL AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,SPEC EVT,Alive on Intake,FALSE,1
A529079,GALAGER,DOG,TRICOLOR,,Neutered,2012-08-02,11.0,2019-12-16,ILL MILD,STRAY,OTC,,2019-12-18,"166TH ST / STUDEBAKER RD, CERRITOS, CA 90703",CERRITOS,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A529498,,CAT,BRN TABBY,,Spayed,2013-08-08,10.0,2018-08-09,ILL SEVERE,STRAY,FIELD,,2018-08-09,"1900 BLK CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A530497,*LADY MATILDA,DOG,WHITE,BROWN,Spayed,2013-08-23,10.0,2019-07-10,NORMAL,STRAY,OTC,,2019-08-07,"22 E PLYMOUTH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A533708,BIG HEAD,CAT,ORANGE,,Male,,,2018-07-19,NORMAL,STRAY,FIELD,,2018-07-19,"3300 ATLANTIC AVE, LONG BEACH, CA 90807",LONG BEACH,RETURN TO OWNER,FRE RID HM,Alive on Intake,FALSE,1
A533943,*MILO,CAT,ORG TABBY,WHITE,Neutered,2014-06-09,9.0,2020-12-09,ILL MILD,STRAY,OTC,,2021-01-23,"1400 CHERRY AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A535280,COCO,DOG,BLACK,TAN,Spayed,2013-03-15,10.0,2017-05-31,NORMAL,STRAY,FIELD,,2017-06-18,"352 NEECE AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A536468,MR. BLUE,DOG,BLUE,WHITE,Neutered,2014-06-04,9.0,2021-06-02,INJURED  SEVERE,OWNER SURRENDER,FIELD,,2021-06-10,"2300 BLK MAGNOLIA AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A536979,BAMBI,DOG,BLACK,WHITE,Female,2010-11-25,12.0,2022-11-16,NORMAL,STRAY,OTC,,2022-11-26,"200 BLK W. 68TH ST, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A537409,TOBY,DOG,BROWN,WHITE,Neutered,2014-03-30,9.0,2019-03-14,NORMAL,OWNER SURRENDER,OTC,MOVE,2019-03-21,"2700 N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A539505,SMOKEY,DOG,BLACK,,Neutered,2014-02-03,9.0,2019-08-05,INJURED  MODERATE,OWNER SURRENDER,FIELD,NO TIME,2019-10-04,"600 BLK E 6TH ST, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,REMOTE EVT,Alive on Intake,FALSE,1
A539889,OLAF,RABBIT,WHITE,GRAY,Neutered,2015-10-25,7.0,2017-09-08,NORMAL,OWNER SURRENDER,OTC,MOVE,2017-10-07,"4002 HOWARD AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,RESCUE,SWTPEARES,Alive on Intake,FALSE,1
A540906,SAMMY,CAT,GRAY,WHITE,Neutered,2014-08-06,9.0,2021-03-24,NORMAL,OWNER SURRENDER,OTC,LANDLORD,2021-04-02,"490 BLK E PLATT ST, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,,Alive on Intake,FALSE,1
A540906,SAMMY,CAT,GRAY,WHITE,Neutered,2014-08-06,9.0,2021-04-03,NORMAL,OWNER SURRENDER,OTC,OTHER PET,2021-04-10,"400 BLK E PLATT ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A541102,*BLACKSEA,CAT,BLACK,WHITE,Neutered,2012-01-28,11.0,2019-03-19,INJURED  MODERATE,STRAY,FIELD,,2019-03-19,"600 QUEENSWAY DR, LONG BEACH, CA 90802",LONG BEACH,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A541507,ZOE,DOG,BLACK,SILVER,Spayed,2014-09-04,9.0,2019-07-03,NORMAL,OWNER SURRENDER,FIELD,COST,2019-07-05,"1000 BLK REDONDO AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A541517,*PANTHER,CAT,BLACK,,Spayed,2010-04-05,13.0,2022-04-05,ILL MILD,STRAY,FIELD,,2022-04-18,"5200 BLK LOS ANGELES RIVERBED, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A542595,COCO POWELL,DOG,BROWN,,Neutered,2013-08-22,10.0,2017-06-15,NORMAL,STRAY,FIELD,,2017-06-15,"ORANGE AVE / E HARDING ST, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,,Alive on Intake,FALSE,1
A543414,GREYHOUND,DOG,GRAY,,Neutered,2007-01-01,16.0,2020-10-28,NORMAL,STRAY,OTC,,2020-11-08,"6000 BLK E EL ROBLE, LONG BEACH CA 90815",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A543569,JAY,CAT,GRAY,WHITE,Neutered,2014-10-01,8.0,2021-09-13,ILL MILD,STRAY,FIELD,,2022-03-02,"6100 BLK ATLANTIC AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A544901,MILA,DOG,BROWN,,Spayed,2013-09-27,9.0,2021-04-02,NORMAL,CONFISCATE,PUB SAFETY,,2021-10-08,"4300 BLK GREEN AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,TRANSFER,OTHER SHEL,Alive on Intake,FALSE,1
A544994,*COCOA,CAT,BRN TABBY,WHITE,Spayed,2013-04-02,10.0,2019-08-09,ILL MODERATETE,STRAY,FIELD,,2019-08-09,"2700 N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A546281,*WINTER,CAT,BLUE PT,WHITE,Neutered,2014-04-21,9.0,2017-03-14,FERAL,STRAY,FIELD,,2017-03-15,"16200 BLK ESTELLA AVE, CERRITOS, CA 90703",CERRITOS,RETURN TO RESCUE,STRAYCATAL,Alive on Intake,FALSE,1
A547287,CASH,DOG,BROWN,BLACK,Male,2007-05-01,16.0,2017-11-03,NORMAL,STRAY,OTC,,2017-11-03,"E SAN ANTONIO DR / ORANGE AVE, LONG BEACH, CA 90807",LONG BEACH,RETURN TO OWNER,FRE RID HM,Alive on Intake,FALSE,1
A547287,CASH,DOG,BROWN,BLACK,Male,2007-05-01,16.0,2018-06-22,NORMAL,STRAY,FIELD,,2018-07-26,"E CARSON ST / CALIFORNIA AVE, LONG BEACH, CA 90807",LONG BEACH,RESCUE,GRMSHEPRES,Alive on Intake,FALSE,1
A548239,LUCY,DOG,WHITE,TAN,Spayed,2013-03-10,10.0,2021-12-11,NORMAL,OWNER SURRENDER,OTC,MOVE,2022-01-06,"2300 BLK E POPPY ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,FROST FACE,Alive on Intake,FALSE,1
A548643,BLUE,DOG,YELLOW,,Neutered,2014-12-16,8.0,2023-02-02,NORMAL,STRAY,FIELD,,2023-02-02,5900 BLK E ROSEBAY,LONG BEACH,RETURN TO OWNER,MICROCHIP,Alive on Intake,FALSE,1
A548863,OREO,CAT,BLACK,WHITE,Spayed,2015-03-21,8.0,2023-03-31,NORMAL,OWNER SURRENDER,OTC,ALLERGIC,2023-08-09,"4400 BLK BELLFLOWER BLVD, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A548873,BRANDON,DOG,BLACK,,Neutered,2014-10-02,8.0,2018-06-03,NORMAL,OWNER SURRENDER,OTC,,2018-08-14,"6100 OLIVE AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A551386,BEAR,DOG,BLACK,TAN,Neutered,2014-07-23,9.0,2021-04-04,NORMAL,OWNER SURRENDER,OTC,AGG ANIMAL,2021-07-28,"2500 GOLDEN AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,BEH SEVERE,Alive on Intake,TRUE,0
A551556,KING,DOG,TAN,,Male,2013-07-02,10.0,2017-12-06,ILL MILD,STRAY,OTC,,2018-02-11,"520 BLK E 51ST ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A551610,MINNIE,DOG,BLUE,WHITE,Female,2014-07-03,9.0,2017-05-23,NORMAL,CONFISCATE,BITE,AGG ANIMAL,2017-05-24,"3500 BLK KEMBLE AVE, LONG BEACH, CA 90808",LONG BEACH,EUTHANASIA,BEH SEVERE,Alive on Intake,TRUE,0
A551803,*STACIA,CAT,BRN TABBY,,Spayed,2011-07-06,12.0,2018-05-11,NORMAL,STRAY,FIELD,,2018-05-11,"7100 OLIVE AVE, LONG BEACH, CA 90805",LONG BEACH,RETURN TO WILD HABITAT,,Alive on Intake,FALSE,1
A551949,KING,DOG,BROWN,WHITE,Neutered,2011-07-09,12.0,2017-11-27,NORMAL,STRAY,FIELD,,2017-11-30,"W 5TH ST / CHESTNUT AVE, LONG BEACH, CA 90802",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A552233,COCO,DOG,GRAY,BLACK,Female,2014-12-01,8.0,2020-08-11,NORMAL,STRAY,FIELD,,2020-08-15,"1400 BLK W COWLES ST, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A552776,INDIANA,DOG,TAN,WHITE,Spayed,2013-12-08,9.0,2017-12-15,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2017-12-16,"3000 BLK PALO VERDE AVE, LONG BEACH, CA 90808",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A553599,*LYNOL,CAT,GRAY,WHITE,Neutered,2012-08-01,11.0,2017-04-20,NORMAL,STRAY,OTC,,2017-04-26,"2000 PASADENA AVE, LONG BEACH, CA 90806",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A554146,LUCY,CAT,GRAY,WHITE,Spayed,2014-03-09,9.0,2017-03-11,NORMAL,OWNER SURRENDER,FIELD,,2017-07-26,"700 BLK ELM AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A554311,OUTTIE,DOG,GRAY,WHITE,Male,2014-08-11,9.0,2019-02-28,NORMAL,STRAY,FIELD,,2019-03-06,"N LAKEWOOD BLVD / E CARSON ST, LONG BEACH-, CA 90808",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A554639,JOJO,DOG,BLACK,WHITE,Female,2014-08-15,9.0,2017-11-11,NORMAL,STRAY,FIELD,,2017-11-25,"6100 BLK DE FOREST AVE, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
